Nombre,Comuna,Tipo,Dependencia,Latitud,Longitud
MUTUAL SEGURIDAD MAIPÚ,Maipú,Centro de Salud Privado,Privado,-33.50128342,-70.75702784
LABORATORIO CLINICO INALAB LTDA.,Renca,Laboratorio Clínico,Privado,-33.40792994,-70.69808775
SAR Michelle Bachelet,Maipú,Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR),Municipal,-33.52541998,-70.76765972
LABORATORIO CLINICO CENTRAL LAB,Las Condes,Laboratorio Clínico,Privado,-33.3996048,-70.5538981
Centro de Especialidades en Salud de Ñuñoa,Ñuñoa,Clínica Dental,Municipal,-33.4663851,-70.5880782
SAPU VITACURA,Vitacura,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,-33.3899067,-70.554986
OPERACIÓN CLINICA HUINGANAL,Vitacura,Clínica,Privado,-33.4003321,-70.5991944
CENTRO MEDICO INALAB LTDA - Stgo Centro,Santiago,Centro de Salud Privado,Privado,-33.4426772,-70.6480359
FUNDACION DEBRA,Huechuraba,Centro de Salud Privado,Privado,-33.38657,-70.619211
CESFAM El Abrazo Dr. Salvador Allende Gossens,Maipú,Centro de Salud Familiar (CESFAM),Público,-33.5531274,-70.7642029
SERVITOX LIMITADA,Recoleta,Laboratorio Clínico,Privado,-33.4309749,-70.6369964
LABORATORIO CLINICO REDSALUD SAN BERNARDO,San Bernardo,Laboratorio Clínico,Privado,-33.59433052,-70.71094215
Centro  Kintun,Peñalolén,Centro de Apoyo Comunitario para Personas con Demencia,Servicio de Salud,-33.4779699,-70.5412219
SETM LA DEHESA,Lo Barnechea,Sala  Externa de Toma de Muestras (SETM),Privado,-33.36048008,-70.51525999
SAR ELSA ROMO ARAVENA,Melipilla,Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR),Municipal,-33.6918733,-71.2233852
IntegraMédica S.A.  Ñuñoa,Ñuñoa,Centro de Salud Privado,Privado,-33.45413644,-70.6065274
